texto,objeto_contrato,valor_contrato,multi_anchor_id_ato,multi_anchor_id_dodf,pdf_gold
"EXTRATO DE CONTRATO DE TERMO DE COOPERAÇÃO TÉCNICA
Processo: 00001-00018281/2021-61. Firmado entre a Câmara Legislativa do Distrito Federal, Favorecida, ASSOCIAÇÃO BRASILEIRA DE TELEVISÕES E RADIOS LEGISLATIVAS - ASTRAL. Objeto: cooperação técnica e o intercâmbio de conhecimentos, informações e experiências, visando à implantação, gestão e expansão dos canais de rádio e televisão dos legislativos. Valor: R$ 4.500,00. Unidade Gestora 010101, gestão 00001, unidade orçamentária 01101, programa de trabalho 01031820485050021, fonte de recurso 100000000; natureza da despesa 339039. Nota de empenho: 2021NE00389, com valor de R$ 4.500,00, emitida em 28/07/2021. Vigência: O presente TERMO DE COOPERAÇÃO entra em vigor a partir da data de assinatura, com eficácia a partir da data de publicação, e terá vigência por 12 (doze) meses, podendo ser rescindido a qualquer tempo, por manifestação unilateral da parte interessada, com antecedência mínima de 120 (cento e vinte) dias: Lei nº 8.666/93 e suas alterações. Partes: Pela Contratante, RICARDO JOSE ALVES PORTOS SANDE, Secretário-Geral Substituto, e, pela Contratada, MARCELO MALACRIDA DE MORAIS- Representante.","cooperação técnica e o intercâmbio de conhecimentos, informações e experiências, visando à implantação, gestão e expansão dos canais de rádio e televisão dos legislativos","4.500,00",630-R98,630,DODF 226 06-12-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO BRB Nº 291/2021
Locador: JUATUR - JUAZEIRO TURISMO LTDA. Modalidade: Dispensa de Licitação. Objeto: Locação de imóvel para a instalação de ponto de atendimento do BRB. Vigência: 12/01/2022 a 11/12/2026. Valor Total: R$ 624.000,00. Gestor: Silas Campos Teixeirae.e. Pelo BRB: Dario Oswaldo Garcia Júnior; e pelo Locador: Rafael Coelho Cunha. Processo: 041.001.551/2021. As despesas decorrentes do presente contrato correrão com base no orçamento de investimentos e dispêndios, natureza 4 - Dispêndio das Estatais e Fonte 1 - geração própria. Thiago H. M. dos Santos - Gerente de área e.e.",Locação de imóvel para a instalação de ponto de atendimento do BRB,"624.000,00",630-R99,630,DODF 226 06-12-2021 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 45557/2022
Processo: 00040-00010949/2020-21. A SECRETARIA DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL (SEEC/DF), na qualidade de CONTRATANTE e a OVER ELEVADORES EIRELI, na qualidade de CONTRATADA. DO OBJETO: a contratação de empresa especializada na prestação de serviços continuados de manutenção preventiva, preditiva, corretiva e assistência técnica, de elevadores da Secretaria de Estado da Economia (SEEC), marca Fujitec, fora do prazo de garantia, conforme condições, quantidades, exigências e estimativas descritas no Edital de Licitação de Pregão Eletrônico nº134/2021 - COLIC/SCG/SPLAN/SEEC-DF, do Termo de Referência - SEEC/SEGEA/SUAG/COGEPRO e da Proposta de Preço. DO VALOR: o valor do contrato é de R$ 119.712,00 (cento e dezenove mil, setecentos e doze reais), e correrá à conta de dotações orçamentárias consignadas no orçamento corrente   Lei Orçamentária Anual. DA DOTAÇÃO ORÇAMENTÁRIA: a) I - Unidade Orçamentária: 19.101; II - Programa de Trabalho: 04.122.8203.2396.5331; III - Natureza da Despesa: 3.3.90.30; IV - Fonte de Recursos: 183. O empenho inicial é de R$ 5.020,00 (cinco mil e vinte reais), conforme Nota de Empenho nº 2022NE00085, emitida em 12/01/2022, sob o evento nº 400091, na modalidade Estimativo; e b) I   Unidade Orçamentária: 19.101; II   Programa de Trabalho: 04.122.8203.2396.5331; III   Naturezas da Despesa: 33.90.30; IV   Fonte de Recursos: 183. O empenho inicial é de R$ 4.955,47 (quatro mil, novecentos e cinquenta e cinco reais e quarenta e sete centavos), conforme Nota de Empenho nº 2022NE00083, emitida em 12/01/2022, sob o evento nº 400091, na modalidade Estimativo. DO PRAZO DE VIGÊNCIA: vigência de 12 (doze) meses, a contar de sua assinatura, podendo ser prorrogado por igual período, limitado a sua duração a 60 (sessenta) meses, nos termos do inciso II, artigo 57, da Lei nº 8.666, de 1993. DA ASSINATURA: 14/01/2022. DOS SIGNATÁRIOS: Pela SEEC: ANALICE MARQUES DA SILVA, Subsecretária de Compras Governamentais e pela CONTRATADA: PAULO RENATO TEIXEIRA, na qualidade de Sócio-Administrador da Empresa.","a contratação de empresa especializada na prestação de serviços continuados de manutenção preventiva, preditiva, corretiva e assistência técnica, de elevadores da Secretaria de Estado da Economia (SEEC), marca Fujitec, fora do prazo de garantia, conforme condições, quantidades, exigências e estimativas descritas no Edital de Licitação de Pregão Eletrônico nº134/2021 - COLIC/SCG/SPLAN/SEEC-DF, do Termo de Referência - SEEC/SEGEA/SUAG/COGEPRO e da Proposta de Preço","119.712,00",631-R13,631,DODF 011 17-01-2022 INTEGRA.pdf
"EXTRATO DO CONTRATO DE AQUISIÇÃO DE BENS Nº 15/2022
Processo: 00080-00246856/2021-74 - Partes: SEEDF X JUNO VELOSO VIDAL DOS SANTOS EIRELI. Objeto: a aquisição de gêneros alimentícios não perecíveis - Feijão Carioca in natura, por meio de Registro de Preços, para o Programa de Alimentação Escolar do Distrito Federal - PAE/DF. Unidade Orçamentária: 18101. Programa de Trabalho: 12.361.6221.2964.0001. Natureza da Despesa: 3.3.90.30. Fonte de Recursos: 140. Nota de Empenho: nº 2022NE00006, no valor de R$ 5,67 (cinco reais e sessenta e sete centavos), emitida em 12/01/2022. Evento: 400091. Modalidade: Global. Valor total do Contrato: R$ 2.185.189,65 (dois milhões, cento e oitenta e cinco mil, cento e oitenta e nove reais e sessenta e cinco centavos). Vigência: 12 (doze) meses, a contar da data de sua assinatura. Assinatura: 13/01/2022. Assinantes: Pela SEEDF: HÉLVIA MIRIDAN PARANAGUÁ FRAGA. Pela JUNO VELOSO VIDAL DOS SANTOS EIRELI: OLAVO BEZERRA DA NÓBREGA.","a aquisição de gêneros alimentícios não perecíveis - Feijão Carioca in natura, por meio de Registro de Preços, para o Programa de Alimentação Escolar do Distrito Federal - PAE/DF","2.185.189,65",631-R14,631,DODF 011 17-01-2022 INTEGRA.pdf
"EXTRATO DO CONTRATO DE CREDENCIAMENTO Nº 84/2021
PRESTAÇÃO DE SERVIÇOS

Processo: 00053-00049805/2021-23. Partes: CBMDF X IBRAFÍSIO FISIOTERAPIA SANTA LÚCIA NORTE LTDA, CNPJ nº 33.323.370/0001-1. Objeto: serviços de fisioterapia. UO: 73901. PT: 28845090300FM0053. ND: 339039. FR: 0151 (FCDF). O empenho inicial é de R$ 1,00 (Um real), conforme Nota de Empenho nº 470/2021, emitida em 09/09/2021, na modalidade ESTIMATIVA. Vigência de 60 (sessenta) meses, a contar da data de assinatura. Fundamento Legal: Inexigibilidade de Licitação nº 93/2021. Assinatura: 12/01/2021. Signatários: Pelo Contratante: Ten-Cel. QOBM/Comb. HELIO PEREIRA LIMA, Diretor de Contratações e Aquisições; pela Contratada: FABIANO GIRADE CORREA, na qualidade de Representante Legal.",serviços de fisioterapia,"1,00",631-R15,631,DODF 011 17-01-2022 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 26/2021
Contratante: FUNDAÇÃO HEMOCENTRO DE BRASÍLIA - CNPJ nº 86.743.457/0001-01. Contratada: BR LIFE empresa constituída nos Estados Unidos da America, neste ato representada, nos termos do § 4º, art. 32 da lei 8.666/93, pela empresa BIOMETRIX DIAGNÓSTICA LTDA. - CNPJ nº 06.145.976/0001-39. Objeto: Aquisição de insumos para realização de exames de histocompatibilidade (crossmatch), por importação direta, para atender à população que está na fila de transplantes no Distrito Federal. Unidade Orçamentária: 23202. Números das Notas de Empenho: 2021NE00563. Programas de Trabalho: 10.303.6202.2975.0001. Natureza das Despesas: 339030. Fonte de Recurso: 138. Valor total: R$ 96.740,64. Processo 00063-00003213/2021-28. Vigência: 12 (doze) meses a contar da data de sua assinatura. Assinam, em 29 de julho de 2021, pelo Contratante: BÁRBARA DE JESUS SIMÕES, Presidente, e pela Contratada: LIRIAM BORGES DA SILVA","Aquisição de insumos para realização de exames de histocompatibilidade (crossmatch), por importação direta, para atender à população que está na fila de transplantes no Distrito Federal","96.740,64",631-R158,631,DODF 011 17-01-2022 INTEGRA.pdf
"EXTRATO DO CONTRATO DE CREDENCIAMENTO Nº 93/2021
PRESTAÇÃO DE SERVIÇOS

Processo: 00053-00097466/2021-91. Partes: CBMDF X CBV CENTRO BRASILEIRO DA VISÃO LTDA, CNPJ nº 06.160.688/0001-53. Objeto: prestação de serviços de oftalmologia, conforme item 4 do Projeto Básico, subitem 4.36, anexo I do Edital de Credenciamento nº 01/2018. UO: 73901. PT: 89304. ND: 339039. FR: 151 (FCDF). O empenho inicial é de R$ 1,00 (Um real), conforme Nota de Empenho nº 517/2021, emitida em 05/10/2021, na modalidade ESTIMATIVA. Vigência de 60 (sessenta) meses, a contar da data de assinatura. Fundamento Legal: Inexigibilidade de Licitação nº 104/2021. Assinatura: 10/01/2022. Signatários: Pelo Contratante: Ten-Cel. QOBM/Comb. HELIO PEREIRA LIMA, Diretor de Contratações e Aquisições; pela Contratada: FÁBIO GONÇALVES DO COUTO e MARCOS PEREIRA DE ÁVILA, ambos na qualidade de Representante Legal.","prestação de serviços de oftalmologia, conforme item 4 do Projeto Básico, subitem 4.36, anexo I do Edital de Credenciamento nº 01/2018","1,00",631-R16,631,DODF 011 17-01-2022 INTEGRA.pdf
"EXTRATO DO CONTRATO BRB Nº 152/2021
Contratado: WEDO SERVICES INFORMÁTICA LTDA. Modalidade: Dispensa de licitação. Objeto: Contratação de Apoio Técnico Especializado com repasse de conhecimento para os serviços de configuração e administração da ferramenta de Gestão Integrada de Serviços de TI do BRB. Vigência: 04/11/2021 a 03/02/2022. Valor Total: 49.900,00. Gestor: Thiago Figueiredo Marques Leite. Pelo BRB: Fabiano Pereira Côrtes; e pelo Contratado: Henrique Takashi Kushima. Processo 041.000.693/2021. As despesas decorrentes do presente contrato correrão com base no orçamento de investimentos e dispêndios, natureza 04 - Dispêndio das Estatais e Fonte 01 - geração própria. BRUNO COSTA NUNES, Gerente de área e.e.",Contratação de Apoio Técnico Especializado com repasse de conhecimento para os serviços de configuração e administração da ferramenta de Gestão Integrada de Serviços de TI do BRB,"49.900,00",631-R160,631,DODF 011 17-01-2022 INTEGRA.pdf
"EXTRATO DO TERMO DO CONTRATO Nº 36/2021
Processo: 00113-00005897/2021-32; CONTRATANTE: o DISTRITO FEDERAL, por intermédio do DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL - DER/DF, CNPJ 00.070.532/0001-03; CONTRATADA: NG - ENGENHARIA E CONSTRUÇÕES LTDA, inscrita nº CNPJ nº 04.326.648/0001-03; OBJETO: fornecimento de Concreto Betuminoso Usinado a Quente   CBUQ. EMBASAMENTO LEGAL: Pregão Eletrônico nº 034/2021 - DER-DF/DG/SUAFIN/DMASE, Lei nº 10.520/2002, Lei nº 8.666/1.993. DOTAÇÃO ORÇAMENTÁRIA: I - Unidade: 26.205; II - Programa de Trabalho: 26.782.6216.4195-0001; III - Natureza da Despesa: 339030; IV - Fonte de Recursos: 437; VALOR: R$ 11.949.750,00 (onze milhões novecentos e quarenta e nove mil setecentos e cinquenta reais); PRAZO DE VIGÊNCIA: 12 (doze) meses, de 29/10/2021 a 28/10/2022; DATA DA ASSINATURA: 29/10/2021; NOME DOS SIGNATÁRIOS: Pelo DER/DF Eng. FAUZI NACFUR JUNIOR e Pela Empresa: LUCIANO NEVES GARCIA.",fornecimento de Concreto Betuminoso Usinado a Quente   CBUQ,"11.949.750,00",631-R163,631,DODF 011 17-01-2022 INTEGRA.pdf
"EXTRATO DO CONTRATO DE CREDENCIAMENTO Nº 94/2021
PRESTAÇÃO DE SERVIÇOS

Processo: 00053-00098752/2021-74. Partes: CBMDF X DERMA PRIME SERVIÇOS MÉDICOS LTDA, CNPJ nº 08.977.914/0001-19. Objeto: A prestação de serviços de dermatologia e otorrinolaringologia. UO: 73901. PT: 28845090300FM0053. ND: 339039. FR: 100 (FCDF). O empenho inicial é de R$ 1,00 (Um real), conforme Nota de Empenho nº 513/2021, emitida em 04/10/2021, na modalidade ESTIMATIVA. Vigência de 60 (sessenta) meses, a contar da data de assinatura. Fundamento Legal: Inexigibilidade de Licitação nº 101/2021. Assinatura: 07/01/2021. Signatários: Pelo Contratante: Ten-Cel. QOBM/Comb. HELIO PEREIRA LIMA, Diretor de Contratações e Aquisições; pela Contratada: WANESSA SIMÃO BARBOSA DE MORAIS, na qualidade de Representante Legal.",A prestação de serviços de dermatologia e otorrinolaringologia,"1,00",631-R17,631,DODF 011 17-01-2022 INTEGRA.pdf
"EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 53/2021 - SSP/DF, NOS TERMOS DO PADRÃO Nº 04/2002, INSTITUÍDO PELO DECRETO/DF Nº 23.287/2002
Processo: 00050-00007196/2021-10. Das Partes: o DISTRITO FEDERAL, por meio da SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA DO DISTRITO FEDERAL, e a empresa MCR SISTEMAS E CONSULTORIA LTDA, inscrita no CNPJ nº 04.198.254/0001-17. Do Objeto: aquisição de solução composta por software específico para confecção de projetos de Engenharia e Arquitetura, com treinamentos e consultoria/assessoria técnica para implantação da metodologia BIM (Bullding Information Modeling - Modelagem de informações da Construção) na Coordenação de Engenharia e Arquitetura-COENG da Secretaria de Estado de Segurança Pública do Distrito Federal-SSPDF, conforme especifica o Edital de Licitação do Pregão Eletrônico nº 24/2021-SSPDF e Proposta da Contratada. Do valor:R$ 283.900,00 (duzentos e oitenta e três mil e novecentos reais). Evento: nº 400091. Modalidade: Ordinário. Unidade Orçamentária: 24101. Programa de Trabalho: 06.126.8217.1471.0072. Natureza da Despesa: 33.90.35 e 33.90.40. Fonte de Recurso: 100. Da Vigência: 12 (doze) meses, a partir da data de sua assinatura, permitida a sua prorrogação na forma do art. 57 da Lei 8.666/1993. Data da assinatura: 27/10/2021. Signatários: pelo Distrito Federal: AGNALDO MENDONÇA ALVES, Secretário Executivo de Gestão Integrada da Secretaria de Estado de Segurança Pública do Distrito Federal; pela Contratada: MÁRCIA CAETANO DA SILVA, Representante Legal.","aquisição de solução composta por software específico para confecção de projetos de Engenharia e Arquitetura, com treinamentos e consultoria/assessoria técnica para implantação da metodologia BIM (Bullding Information Modeling - Modelagem de informações da Construção) na Coordenação de Engenharia e Arquitetura-COENG da Secretaria de Estado de Segurança Pública do Distrito Federal-SSPDF, conforme especifica o Edital de Licitação do Pregão Eletrônico nº 24/2021-SSPDF e Proposta da Contratada","283.900,00",631-R172,631,DODF 011 17-01-2022 INTEGRA.pdf
"EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇO PÚBLICO DE ENERGIA ELÉTRICA PARA CONSUMIDORES TITULARES DE UNIDADES CONSUMIDORAS DO GRUPO B Nº 12/2021 - REGISTRO SIGGO Nº 044694 / 2021 (*)
Processo: 00146-00000620/2021-27 - DAS PARTES: O Distrito Federal, por meio da ADMINISTRAÇÃO REGIONAL DO LAGO SUL - RA - XVI, CNPJ nº 16.615.705/0001-53, doravante denominado Consumidor, Código do Órgão 1.019.1901 X e a empresa NEO ENERGIA DISTRIBUIÇÃO BRASÍLIA, CNPJ nº 07.522.669/0001- 92, doravante denominada distribuidora. DO OBJETO: prestação e utilização do serviço público de energia elétrica entre a distribuidora e o consumidor, de acordo com as Condições Gerais de Fornecimento de Energia Elétrica e demais regulamentos expedidos pela Agência Nacional de Energia Elétrica - ANEEL. DO VALOR: o valor total do contrato é de R$ 58.796,62 (cinquenta e oito mil setecentos e noventa e seis reais e sessenta e dois centavos) NOTA DE EMPENHO INICIAL: valor de R$ 25.000,00 (vinte e cinco mil reais), conforme 2021NE00170, emitida em 15/09/2021, sob o evento nº 400091, na modalidade estimativa, Dispensa de Licitação - inciso XIII, do artigo 24 da Lei 8.666/93 e correrá à conta de dotação orçamentária consignada no orçamento corrente - Lei Orçamentária Anual. DA DOTAÇÃO ORÇAMENTÁRIA: A despesa correrá à conta da seguinte Dotação Orçamentária: UO:09118; PROGRAMA DE TRABALHO: 04.122.8205.8517.0047, FONTE DE RECURSO: 120; DO PRAZO VIGÊNCIA: 12(doze) meses, a contar da data de sua assinatura. DATA DA ASSINATURA: 22/09/2021. DOS SIGNATÁRIOS: Pela ADMINISTRAÇÃO REGIONAL DO LAGO SUL: RUBENS SANTORO NETO, na qualidade de Administrador Regional e pela DISTRIBUIDORA: SEBASTIÃO ELIAS DA SILVA e FRANCISCO GERALDO FRANCO JUNIOR, na qualidade Representantes Legal da NEO ENERGIA DISTRIBUIÇÃO BRASÍLIA.

__________________

(*) Republicado por ter sido encaminhado com incorreção no original, publicado no DODF nº 191, de 08 de outubro de 2021, página 67.","prestação e utilização do serviço público de energia elétrica entre a distribuidora e o consumidor, de acordo com as Condições Gerais de Fornecimento de Energia Elétrica e demais regulamentos expedidos pela Agência Nacional de Energia Elétrica - ANEEL","58.796,62",631-R173,631,DODF 011 17-01-2022 INTEGRA.pdf
"EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 25/2021 SIGGO Nº 044517
Processo: 00400-00018802/2021-23. Partes: O Distrito Federal, por meio da SECRETARIA DE ESTADO DE JUSTIÇA E CIDADANIA, e a empresa NP Capacitação e Soluções Tecnológicas Ltda. Objeto: O Contrato tem por objeto a aquisição de 06 (seis) licenças, bem como a concessão de cortesia de 1 (uma) senha, para 1 (um) usuário, perfazendo o total de 7 (sete) usuários da ferramenta de pesquisa e comparação de preços denominada BANCO DE PREÇOS, praticados pela Administração Pública para atender as demandas da Secretaria de Estado de Justiça e Cidadania do Distrito Federal, no âmbito da Diretoria de Aquisições, Diretoria de Contratos, Diretoria de Convênios, SUBNAHORA e Conselho dos Direitos da Criança e do Adolescente do Distrito Federal (CDCA), conforme especificações e condições estabelecidas no Projeto Básico (66612044), da Proposta (66976359 e 71668985), da Justificativa de Inexigibilidade de Licitação (67598479), baseada no inciso I, art. 25, c/c art. 26 e com as demais disposições da Lei nº 8.666, de 21 de junho de 1993. VALOR: O valor do Contrato é de R$ 8.700,00 (oito mil e setecentos reais) por licença, considerando a contratação de 06 (seis) licenças, e 7 (sete) usuários, o valor total contratado é de R$ 52.200,00 (cinquenta e dois mil e duzentos reais), devendo a importância ser atendida à conta de dotações orçamentárias consignadas no orçamento corrente   Lei Orçamentária Anual nº 6.778, de 06 de Janeiro de 2021, enquanto a parcela remanescente será custeada à conta de dotações a serem alocadas no(s) orçamento(s) seguinte(s). DOTAÇÃO ORÇAMENTÁRIA: A despesa correrá à conta da seguinte Dotação Orçamentária: I   Unidade Orçamentária: 44.101; II   Programa de Trabalho: 14.122.8211.8517.7250   MANUTENÇÃO DE SERVIÇOS ADMINISTRATIVOS GERAIS   SEJUS-DF; III   Natureza da Despesa: 33.90.40; IV   Fonte de Recursos: 100. O empenho inicial é de R$ 52.200,00 (cinquenta e dois mil e duzentos reais), conforme Nota de Empenho nº 2021NE00936, emitida em 25/08/2021, sob o evento nº 400091, na modalidade Ordinário. VIGÊNCIA: O contrato terá vigência de 12 (doze) meses a contar de sua assinatura. DATA DE ASSINATURA: 07/10/2021. SIGNATÁRIOS: Pelo DISTRITO FEDERAL: JAIME SANTANA DE SOUSA, na qualidade de Secretário-Executivo de Estado. Pela CONTRATADO: RUDIMAR BARBOSA DOS REIS, na qualidade de Sócio Administrador.","O Contrato tem por objeto a aquisição de 06 (seis) licenças, bem como a concessão de cortesia de 1 (uma) senha, para 1 (um) usuário, perfazendo o total de 7 (sete) usuários da ferramenta de pesquisa e comparação de preços denominada BANCO DE PREÇOS, praticados pela Administração Pública para atender as demandas da Secretaria de Estado de Justiça e Cidadania do Distrito Federal, no âmbito da Diretoria de Aquisições, Diretoria de Contratos, Diretoria de Convênios, SUBNAHORA e Conselho dos Direitos da Criança e do Adolescente do Distrito Federal (CDCA), conforme especificações e condições estabelecidas no Projeto Básico (66612044), da Proposta (66976359 e 71668985), da Justificativa de Inexigibilidade de Licitação (67598479), baseada no inciso I, art. 25, c/c art. 26 e com as demais disposições da Lei nº 8.666, de 21 de junho de 1993","52.200,00",631-R174,631,DODF 011 17-01-2022 INTEGRA.pdf
"EXTRATO DO CONTRATO DE AQUISIÇÃO DE BENS Nº 30/2021
Processo: 04012-00004557/2020-66. Partes: SECRETARIA DE ESTADO DE TRABALHO/SETRAB-DF X ALMIX COMERCIO DE SUPRIMENTOS LTDA-EPP (CONTRATO SIGGO nº 045502). Objeto: aquisição de equipamentos de proteção individual e outros utensílios para Trabalhadores Ciclistas  de Aplicativos de Entregas, como   Camisa de Manga Longa, colete com faixas refletivas,  Farol para bicicletas, tranca para Bicicleta com segredo, Capacete para ciclistas, Campainha para bicicletas, Sinalização noturna, espelho retrovisor do lado esquerdo, bateria externa para celular, kit reparo para pneus, bolsa porta celular para bicicleta  e Luvas de Ciclismo, a fim de atender às necessidades mínimas de segurança desses profissionais em consonância com  a Lei nº 9.503, de 23 de setembro de 1997, bem como o planejamento estratégico da Secretaria de Estado de Trabalho do Distrito Federal, consoante especifica o Edital de Licitação- P.E de SRP nº 21/2021 (74727081), a da Ata de Registro de Preços nº 40/2021 (SEI   75921383), o Termo de Referência - Anexo I do edital (74727081) e a Proposta (75831366). Unidade Orçamentária: 25101. Programa de Trabalho:  11.333.6207.2668.0007. Natureza da Despesa: 33.90.32. Fonte de Recurso: 100. Nota de Empenho nº 2021NE00671, no valor inicial de R$ 188.199,60 (cento e oitenta e oito mil cento e noventa e nove reais e sessenta centavos), emitida em 23/12/2021, sob o Evento: 400091 (Empenho da Despesa), na Modalidade: Estimativo. Valor do Contrato: R$ 384.000,00 (trezentos e oitenta e quatro mil reais). Vigência: 12 (doze) meses a contar da data de sua assinatura. Assinatura: 27/12/2021. Assinantes: Pela SETRAB: THALES MENDES FERREIRA. Pela ALMIX COMERCIO: CLEBER FERNANDES SILVA MENDONÇA.","aquisição de equipamentos de proteção individual e outros utensílios para Trabalhadores Ciclistas  de Aplicativos de Entregas, como   Camisa de Manga Longa, colete com faixas refletivas,  Farol para bicicletas, tranca para Bicicleta com segredo, Capacete para ciclistas, Campainha para bicicletas, Sinalização noturna, espelho retrovisor do lado esquerdo, bateria externa para celular, kit reparo para pneus, bolsa porta celular para bicicleta  e Luvas de Ciclismo, a fim de atender às necessidades mínimas de segurança desses profissionais em consonância com  a Lei nº 9.503, de 23 de setembro de 1997, bem como o planejamento estratégico da Secretaria de Estado de Trabalho do Distrito Federal, consoante especifica o Edital de Licitação- P.E de SRP nº 21/2021 (74727081), a da Ata de Registro de Preços nº 40/2021 (SEI   75921383), o Termo de Referência - Anexo I do edital (74727081) e a Proposta (75831366)","384.000,00",631-R175,631,DODF 011 17-01-2022 INTEGRA.pdf
"EXTRATO DO CONTRATO DE AQUISIÇÃO DE BENS Nº 31/2021
Processo: 04012-00004557/2020-66. Partes: SECRETARIA DE ESTADO DE TRABALHO/SETRAB-DF X SANDU COMÉRCIO E DISTRIBUIÇÃO DE PRODUTOS EIRELI (CONTRATO SIGGO nº 045503). Objeto: aquisição de equipamentos de proteção individual e outros utensílios para Trabalhadores Ciclistas  de Aplicativos de Entregas, como   Camisa de Manga Longa, colete com faixas refletivas,  Farol para bicicletas, tranca para Bicicleta com segredo, Capacete para ciclistas, Campainha para bicicletas, Sinalização noturna, espelho retrovisor do lado esquerdo, bateria externa para celular, kit reparo para pneus, bolsa porta celular para bicicleta  e Luvas de Ciclismo, a fim de atender às necessidades mínimas de segurança desses profissionais em consonância com  a Lei nº 9.503, de 23 de setembro de 1997, bem como o planejamento estratégico da Secretaria de Estado de Trabalho do Distrito Federal, consoante especifica o Edital de Licitação- P.E de SRP nº 21/2021 (74727081), a da Ata de Registro de Preços nº 41/2021 (SEI   75925827), o Termo de Referência - Anexo I do edital (74727081) e a Proposta (75840353). Unidade Orçamentária: 25101. Programa de Trabalho:  11.333.6207.2668.0007. Natureza da Despesa: 33.90.32. Fonte de Recurso: 100. Nota de Empenho nº 2021NE00672, no valor inicial de R$ 33.927,00 (trinta e três mil novecentos e vinte e sete reais), emitida em 23/12/2021, sob o Evento: 400091 (Empenho da Despesa), na Modalidade: Estimativo. Valor do Contrato: R$ 226.180,00 (duzentos e vinte e seis mil cento e oitenta reais). Vigência: 12 (doze) meses a contar da data de sua assinatura. Assinatura: 27/12/2021. Assinantes: Pela SETRAB: THALES MENDES FERREIRA. Pela SANDU COMÉRCIO: JOÃO DA SILVA MENDONÇA.","aquisição de equipamentos de proteção individual e outros utensílios para Trabalhadores Ciclistas  de Aplicativos de Entregas, como   Camisa de Manga Longa, colete com faixas refletivas,  Farol para bicicletas, tranca para Bicicleta com segredo, Capacete para ciclistas, Campainha para bicicletas, Sinalização noturna, espelho retrovisor do lado esquerdo, bateria externa para celular, kit reparo para pneus, bolsa porta celular para bicicleta  e Luvas de Ciclismo, a fim de atender às necessidades mínimas de segurança desses profissionais em consonância com  a Lei nº 9.503, de 23 de setembro de 1997, bem como o planejamento estratégico da Secretaria de Estado de Trabalho do Distrito Federal, consoante especifica o Edital de Licitação- P.E de SRP nº 21/2021 (74727081), a da Ata de Registro de Preços nº 41/2021 (SEI   75925827), o Termo de Referência - Anexo I do edital (74727081) e a Proposta (75840353)","226.180,00",631-R176,631,DODF 011 17-01-2022 INTEGRA.pdf
