id,validado,similarity_score,encontrado_em_pdf,valor,source_text_resumido
prestação_de_serviços_de_psicologia_e_psiquiatria_fisioterap_00_v2,False,0,N/A,"R$ 1,00","EXTRATO DO CONTRATO DE CREDENCIAMENTO Nº 90/2021
PRESTAÇÃO DE SERVIÇOS

Processo: 00053-00065628/202..."
a_operacionalização_das_rotinas_de_administração_dos_fluxos__00_v2,False,0,N/A,"R$ 1.800.000,00","EXTRATO DO CONTRATO Nº 43499/2021
Processo: 00040-00041629/2020-12 - SECRETARIA DE ESTADO DE ECONOMI..."
prestação_de_serviços_especializados_de_desenvolvimento_de_a_00_v2,False,0,N/A,"R$ 16.632.000,00","EXTRATO DO CONTRATO BRB Nº 185/2021
Contratada: ZELLO TECNOLOGIA DA INFORMAÇÃO LTDA. Modalidade: Pre..."
contratação_de_serviços_de_comunicação_de_dados_na_modalidad_00_v2,False,0,N/A,"R$ 1.797.362,40","EXTRATO DO CONTRATO BRB Nº 187/2021
Contratada: OI S.A   EM RECUPERAÇÃO JUDICIAL. Modalidade: Pregão..."
o_presente_contrato_tem_por_objeto_a_prestação_de_serviços_a_00_v2,False,0,N/A,"R$ 608.175,00","EXTRATO DE CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 04/2021
Processo: 00305-00000567/2021-49. Partes: DF..."
prestação_de_serviços_de_radiologia_neurologia_e_clínica_méd_00_v2,False,0,N/A,"R$ 1,00","EXTRATO DO CONTRATO DE CREDENCIAMENTO Nº 82/2021
PRESTAÇÃO DE SERVIÇOS

Processo: 00053-00106925/202..."
prestação_de_serviços_relativos_a_impermeabilização_e_cobert_00_v2,False,0,N/A,"R$ 300.000,00","EXTRATO DO CONTRATO BRB Nº 294/2021
Contratada: CHARLES DE MELO FERNANDES. Modalidade: Pregão Eletrô..."
credeciamento_de_pessoas_juridicas_para_prestação_de_serviço_02_v2,False,0,N/A,"R$ 1.215,49","EXTRATO DO CONTRATO Nº 45759/2022
Processo: 04001-0000000094/2022-91 - DAS PARTES: INSTITUTO DE ASSI..."
a_contratação_de_empresa_especializada_na_prestação_de_servi_00_v2,False,0,N/A,"R$ 808.635,75","EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇO Nº 17/2021
Processo: 00220-00000759/2021-68. DAS PARTES:..."
credenciamento_de_pessoas_juridicas_para_prestaqao_de_serviq_00_v2,False,0,N/A,"R$ 7.448,92","EXTRATO DO CONTRATO Nº 45193/2021
Processo: 04001-0000000647/2021-24 - DAS PARTES: INSTITUTO DE ASSI..."
prestação_de_serviços_especializados_em_serviços_de_fisioter_00_v2,False,0,N/A,"R$ 1,00","EXTRATO DO CONTRATO DE CREDENCIAMENTO Nº 96/2021
PRESTAÇÃO DE SERVIÇOS

Processo: 00053-00064900/202..."
prestação_de_serviço_de_consultoria_política_para_subsidiar__00_v2,False,0,N/A,"R$ 336.000,00","EXTRATO DO CONTRATO BRB Nº 299/2021
Contratado: ARKO ADVICE PESQUISAS LTDA. Modalidade: Inexigibilid..."
solução_tecnológica_licença_suporte_e_manutenção_evolutiva_p_00_v2,False,0,N/A,"R$ 483.342,18","EXTRATO DO CONTRATO BRB Nº 298/2021
Contratada: CRK S.A. Modalidade: Dispensa. Objeto: Solução tecno..."
credenciamento_de_pessoas_juridicas_para_prestação_de_serviç_00_v2,False,0,N/A,"R$ 10.000,00","EXTRATO DO CONTRATO Nº 45423/2021
Processo: 04001-0000000746/2021-14 - DAS PARTES: INSTITUTO DE ASSI..."
aquisição_de_trinta_ingressos_hospitality_para_ação_promocio_00_v2,False,0,N/A,"R$ 395.686,29","EXTRATO DO CONTRATO BRB Nº 258/2021
Contratado: PROURBE MEDIOS S.A. Modalidade:  Inexigibilidade. Ob..."
regular_o_fornecimento_de_energia_elétrica_pela_distribuidor_00_v2,False,0,N/A,"R$ 180.000,00","EXTRATO DO CONTRATO CCER CEB Nº 177/2021- GRUPO A
PRESTAÇÃO DE SERVIÇOS

Processo: 00053-00084410/20..."
a_aquisição_de_óleos_lubrificantes_consoante_especifica_o_ed_00_v2,False,0,N/A,"R$ 578.170,00","EXTRATO DO CONTRATO DE CREDENCIAMENTO Nº 41/2021(*)
AQUISIÇÃO DE BENS

Processo: 00053-00134537/2021..."
o_contrato_tem_por_objeto_a_aquisição_de_equipamentos_de_saú_00_v2,False,0,N/A,"R$ 2.827,78","EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 61/2021 - SIGGO Nº 045023
Processo: 0417-000507/2017..."
aquisição_de_976_novecentos_e_setenta_e_seis_filtros_para_má_00_v2,False,0,N/A,"R$ 600.571,84","EXTRATO DO CONTRATO N° 35/2021
Processo: 00054-00100625/2019-08. PARTES: DF/PMDF x WELSER-ITAGE PART..."
contratação_de_empresa_especializada_no_licenciamento_de_uso_00_v2,False,0,N/A,"R$ 8.880,00","EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 26/2021 
Processo: 00110-00003132/2021-42. Partes: S..."
o_contrato_tem_por_objeto_a_aquisição_de_21_vinte_e_um_proje_00_v2,False,0,N/A,"R$ 35.998,81","EXTRATO DO CONTRATO PARA AQUISIÇÃO DE BENS PELO DISTRITO FEDERAL Nº 49/2021-SEJUS - SIGGO Nº 044846
..."
o_contrato_tem_por_objeto_a_aquisição_de_15_quinze_caixas_de_00_v2,False,0,N/A,"R$ 4.999,90",EXTRATO DO CONTRATO PARA AQUISIÇÃO DE BENS PELO DISTRITO FEDERAL Nº 50/2021 - SEJUS - SIGGO Nº 04484...
o_contrato_tem_por_objeto_a_aquisição_de_equipamentos_de_saú_00_v2,False,0,N/A,"R$ 7.280,00","EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 60/2021 - SIGGO Nº 045031
Processo: 0417-000507/2017..."
a_aquisição_de_5_cinco_veículos_do_tipo_caminhonete_tração_4_00_v2,False,0,N/A,"R$ 886.000,00","EXTRATO DO CONTRATO DE AQUISIÇÃO DE BENS Nº 04/2021, NOS TERMOS DO PADRÃO Nº 07/2002, APROVADO PELO ..."
o_contrato_tem_por_objeto_a_aquisição_de_equipamentos_de_saú_00_v2,False,0,N/A,"R$ 4.328,88","EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 63/2021-SEJUS - SIGGO Nº 045025
Processo: 0417-00050..."
eventual_aquisição_de_material_do_gênero_alimentício_água_po_00_v2,False,0,N/A,"R$ 40.078,80","EXTRATO DO CONTRATO DE AQUISIÇÃO DE BENS Nº 17/2021
Processo: 00390-00005591/2021-80. ESPÉCIE: Contr..."
fornecimento_e_serviço_de_montagem_desmontagem_de_divisórias_00_v2,False,0,N/A,"R$ 14.702,90","EXTRATO DO CONTRATO DE AQUISIÇÃO DE BENS E PRESTAÇÃO DE SERVIÇOS Nº 18/2021
Processo: 00390-00008446..."
aquisição_de_22_vinte_e_dois_aparelhos_de_ar_condicionado_ti_00_v2,False,0,N/A,"R$ 92.150,00","EXTRATO DO CONTRATO DE AQUISIÇÃO DE BENS PELO DISTRITO FEDERAL Nº 52/2021-SSP, NOS TERMOS DO PADRÃO ..."
prestação_de_serviços_de_publicação_em_jornal_diário_impress_00_v2,False,0,N/A,"R$ 232.000,00","EXTRATO DO TERMO DO CONTRATO Nº 31/2021 - SIGGO - 044432
Processo: 00113-00005563/2021-69; CONTRATAN..."
eficientização_de_iluminação_pública_substituição_de_luminár_00_v2,False,0,N/A,"R$ 144.831,34","EXTRATO DE CONTRATO Nº 02/2021
Processo: 00134-00000831/2021-53. Contratante: Administração Regional..."
prestação_dos_serviços_de_manutenção_preventiva_e_corretiva__00_v2,False,0,N/A,"R$ 239.997,00","EXTRATO DO CONTRATO BRB Nº 260/2021
Contratada: EMIBM ENGENHARIA E INOVACAO LTDA. Modalidade: Pregão..."
prestação_especializada_de_serviços_advocatícios_de_natureza_00_v2,False,0,N/A,"R$ 138.637,27","EXTRATO DO CONTRATO CORRETORA SEGUROS BRB Nº 40/2021
Contratante: BRB ADMINISTRADORA E CORRETORA DE ..."
aquisição_de_mobiliário_para_escritório_para_atendimento_ao__00_v2,False,0,N/A,"R$ 45.002,16","EXTRATO DO CONTRATO Nº 044.639/2021
Processo: 00370-00004845/2019-01 - DAS PARTES: SECRETÁRIA DE EST..."
o_contrato_tem_por_objeto_a_prestação_de_serviços_a_serem_ex_00_v2,False,0,N/A,"R$ 8.623.579,98","EXTRATO DO CONTRATO Nº 44660/2021 (*)
Processo: 00040-00002078/2021-52 - SECRETARIA DE ESTADO DE ECO..."
o_contrato_tem_por_objeto_a_prestação_de_serviços_a_serem_ex_00_v2,False,0,N/A,"R$ 745.058,72","EXTRATO DO CONTRATO Nº 44662/2021 (*)
Processo: 00040-00002078/2021-52 - SECRETARIA DE ESTADO DE ECO..."
aquisição_de_07_sete_aeronaves_remotamente_pilotadas_drone_q_00_v2,False,0,N/A,"R$ 544.646,50","EXTRATO DO CONTRATO N° 33/2021
Processo: 00054-00128690/2020-23. PARTES: DF/PMDF x DT OFFICE-DISTRIB..."
aquisição_de_divisórias_novas_e_em_primeiro_uso_abrangendo_m_00_v2,False,0,N/A,"R$ 1.048.550,00","EXTRATO DO CONTRATO Nº 44921/2021
Processo: 00040-00027069/2020-93. A SECRETARIA DE ESTADO DE ECONOM..."
aquisição_de_webcam_e_caixa_de_som_00_v2,False,0,N/A,"R$ 14.868,00","EXTRATO DO CONTRATO Nº 044654/2021
Processo: 00090-00004169/2021-46. DAS PARTES: SEMOB x EASYTECH IN..."
prestação_de_serviços_para_desenvolvimento_do_programa_de_fo_00_v2,False,0,N/A,"R$ 1.623.403,51","EXTRATO DO CONTRATO BRB Nº 83/2021
Contratada: CKM SERVIÇOS LTDA. Modalidade: Inexigibilidade de lic..."
o_contrato_tem_por_objeto_a_prestação_de_serviços_a_serem_ex_00_v2,False,0,N/A,"R$ 1.771.729,22","EXTRATO DO CONTRATO Nº 44661/2021 (*)
Processo: 00040-00002078/2021-52 - SECRETARIA DE ESTADO DE ECO..."
contratação_de_empresa_especializada_em_serviços_de_chaveiro_00_v2,False,0,N/A,"R$ 3.820,92","EXTRATO DO CONTRATO Nº 44187/2021
Processo: 00370-00000737/2021-75. Partes: Secretaria de Estado Des..."
contratação_de_licença_microsoft_office_365_00_v2,False,0,N/A,"R$ 27.551,58","EXTRATO DE CONTRATO Nº 16/2021
Processo: 260/2020; Fornecedor: SAULO MARTIN DA SILVA 31770255842; CN..."
aquisição_de_equipamentos_para_formação_do_sistema_de_câmera_00_v2,False,0,N/A,"R$ 124.947,31","EXTRATO DE CONTRATO Nº 17/2021
Processo: 282/2020; Fornecedor: LS SERVIÇOS DE INFORMÁTICA E ELETRÔNI..."
fornecimento_de_link_de_comunicação_ponto_a_ponto_de_20mb_s_02_v2,False,0,N/A,"R$ 21.720,00","EXTRATO DE CONTRATO Nº 21/2021
Processo: 398/2021; Fornecedor: TELEFONICA BRASIL S/A; CNPJ: 02.558.1..."
serviços_a_serem_executados_de_forma_contínua_correspondente_00_v2,False,0,N/A,"R$ 772.250,07","EXTRATO DO CONTRATO Nº 44470/202
Processo: 00040-00026720/2021-99 - SECRETARIA DE ESTADO DE ECONOMIA..."
contratação_de_empresa_para_aquisição_de_projetores_multimíd_00_v2,False,0,N/A,"R$ 12.290,00","EXTRATO DO CONTRATO Nº 44156/2021
Processo: 00370-00003580/2019-15. Partes: Secretaria de Estado Des..."
locação_78_posições_de_atendimento_para_call_center_00_v2,False,0,N/A,"R$ 381.570,00","EXTRATO DE CONTRATO Nº 20/2021
Processo: 401/2021; Fornecedor: MULTICANAL CONTACT CENTER LTDA; CNPJ:..."
serviços_de_gravação_de_áudio_profissionais_para_uras_00_v2,False,0,N/A,"R$ 19.000,00","EXTRATO DE CONTRATO Nº 11/2021
Processo: 387/2021; Fornecedor: DIRECT ÁUDIO STUDIO DE PRODUÇÃO E GRA..."
assinatura_de_664_licenças_de_00_v2,False,0,N/A,"R$ 22.755,27","EXTRATO DE CONTRATO Nº 22/2021
Processo: 241/2021; Fornecedor: INFOB CONSULTING INFORMÁTICA LTDA; CN..."
contratação_de_servico_de_telefonia_fixa_na_modalidade_local_00_v2,False,0,N/A,"R$ 13.000,00","EXTRATO DE CONTRATO Nº 25/2021
Processo: 380/2021; Fornecedor: TELEFONICA BRASIL S/A; CNPJ: 02.558.1..."
consultoria_especializada_em_governança_corporativa_00_v2,False,0,N/A,"R$ 226.500,00","EXTRATO DE CONTRATO Nº 26/2021
Processo: 436/2021; Fornecedor: DANIELLA ALVES XAVIER OLIVEIRA TECNOL..."
compra_de_posições_de_atendimento_para_call_center_00_v2,False,0,N/A,"R$ 64.900,00","EXTRATO DE CONTRATO Nº 28/2021
Processo: 417/2021; Fornecedor: UTIL E PRATICO COMERCIO DE MOVEIS E R..."
serviço_de_envio_de_avisos_e_ou_notificações_extrajudiciais_00_v2,False,0,N/A,"R$ 39.000,00","EXTRATO DE CONTRATO Nº 32/2021
Processo: 407/2021; Fornecedor: CONFIA - TECNOLOGIA DA INFORMAÇÃO LTD..."
serviços_técnicos_especializados_em_arquitetura_de_software__00_v2,False,0,N/A,"R$ 3.726.128,76","EXTRATO DE CONTRATO BRB Nº 07/2022
Contratada: SPREAD SISTEMAS E AUTOMAÇÃO LTDA. Modalidade: Pregão ..."
serviços_de_manutenção_preventiva_e_corretiva_dos_grupos_mot_00_v2,False,0,N/A,"R$ 9.600,00","EXTRATO DE CONTRATO BRB Nº 11/2022
Contratada: TF ENGENHARIA E REPRESENTAÇÕES LTDA. Modalidade: Preg..."
serviços_de_terceirização_para_backoffice_por_meio_da_realiz_00_v2,False,0,N/A,"R$ 4.698.870,00","EXTRATO DO CONTRATO BRB Nº 239/2021
Contratada: BRB SERVIÇOS S.A, Modalidade: Dispensa de licitação...."
locação_de_imóvel_para_a_instalação_de_ponto_de_atendimento__00_v2,False,0,N/A,"R$ 540.000,00","EXTRATO DO CONTRATO BRB Nº 56/2022
Locador: ROBÉRIO ALVES. Modalidade: Dispensa de Licitação. Objeto..."
locação_do_imóvel_para_a_instalação_de_agência_bancária_do_b_00_v2,False,0,N/A,"R$ 1.815.000,00","EXTRATO DO CONTRATO BRB Nº 288/2021
Locador: MARIA VANDERLITA SANTOS NEIVA E BRUNA SANTOS NEIVA. Mod..."
prestação_de_serviços_de_agenciamento_de_viagens_compreenden_00_v2,False,0,N/A,"R$ 50.000,01","EXTRATO DE CONTRATO Nº 02/2022
Contratante: FUNDAÇÃO HEMOCENTRO DE BRASÍLIA - CNPJ nº 86.743.457/000..."
alienação_da_arma_de_fogo_marca_taurus_modelo_pt640_calibre__00_v2,False,0,N/A,"R$ 534,40","EXTRATO DO CONTRATO DE VENDA DIRETA DE ARMA DE FOGO Nº 01/2022
Processo: 00052-00029420/2021-78   PA..."
alienação_da_arma_de_fogo_marca_taurus_modelo_pt640_calibre__00_v2,False,0,N/A,"R$ 803,71","EXTRATO DO CONTRATO DE VENDA DIRETA DE ARMA DE FOGO Nº 03/2022
Processo: 00052-00029633/2021-08   PA..."
fornecimento_de_link_dedicado_de_acesso_à_internet_com_veloc_00_v2,False,0,N/A,"R$ 5.851,00","EXTRATO DO CONTRATO CORRETORA SEGUROS BRB Nº 30/2021
Contratante: BRB ADMINISTRADORA E CORRETORA DE ..."
estruturação_e_implementação_do_programa_de_sucessão_00_v2,False,0,N/A,"R$ 24.300,00","EXTRATO DO CONTRATO CORRETORA SEGUROS BRB Nº 33/2021
Contratante: BRB ADMINISTRADORA E CORRETORA DE ..."
aquisição_de_carimbos_consoante_especificam_o_edital_pe_nº_1_00_v2,False,0,N/A,"R$ 12.806,60","EXTRATO DO CONTRATO Nº 44591/2021 (*)
PROCESSO: 00090-00003826/2021-38. DAS PARTES: SEMOB x HBL CARI..."
a_contratação_de_empresa_especializada_em_serviços_de_evento_00_v2,False,0,N/A,"R$ 16.820,00","EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇO N° 28/2021
Processo: 00220-00004016/2021-67. DAS PARTES:..."
a_prestação_de_serviços_de_contratação_de_empresa_especializ_00_v2,False,0,N/A,"R$ 74.658,00","EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇO N° 29/2021
Processo: 00220-00003189/2021-68. DAS PARTES:..."
locação_e_adaptação_do_imóvel_para_a_instalação_de_agência_b_00_v2,False,0,N/A,"R$ 9.584.923,66","EXTRATO DO CONTRATO BRB Nº 173/2021
Locador: HLB2 INVESTIMENTOS IMOBILIÁRIOS LTDA. Modalidade: Dispe..."
prestação_de_serviços_de_cirurgias_torácicas_00_v2,False,0,N/A,"R$ 1,00","EXTRATO DO CONTRATO DE CREDENCIAMENTO Nº 61/2021
PRESTAÇÃO DE SERVIÇOS

Processo: 00053-00110010/202..."
aquisição_de_equipamentos_de_plotagem_e_digitalização_em_gra_00_v2,False,0,N/A,"R$ 118.958,00","EXTRATO DO CONTRATO DE AQUISIÇÃO DE BENS Nº 15/2021
Processo: 00390-00004783/2020-98. ESPÉCIE: Contr..."
o_contrato_tem_por_objeto_a_aquisição_de_compactador_de_solo_00_v2,False,0,N/A,"R$ 7.177,93","EXTRATO DO CONTRATO PARA AQUISIÇÃO DE BENS Nº 09/2021 - REGISTRO SIGGO Nº 044574 / 2021, NOS TERMOS ..."
o_contrato_tem_por_objeto_a_aquisição_de_esmerilhadeira_desc_00_v2,False,0,N/A,"R$ 617,27","EXTRATO DO CONTRATO PARA AQUISIÇÃO DE BENS Nº 10/2021 - REGISTRO SIGGO nº 044575 /2021, NOS TERMOS P..."
o_contrato_tem_por_objeto_a_contratação_de_empresa_especiali_00_v2,False,0,N/A,"R$ 749.423,99","EXTRATO DO CONTRATO DE EXECUÇÃO DE OBRA Nº 51/2021 - SIGGO Nº 044875
Processo: 00400-00005998/2021-9..."
prestação_de_serviços_especializados_em_ginecologia_e_obstet_00_v2,False,0,N/A,"R$ 1,00","EXTRATO DO CONTRATO DE CREDENCIAMENTO Nº 73/2021
PRESTAÇÃO DE SERVIÇOS

Processo: 00053-00051485/202..."
contrato_tem_por_objeto_aquisição_de_eletrodomésticos_1_forn_00_v2,False,0,N/A,"R$ 5.572,64","EXTRATO DO CONTRATO PARA AQUISIÇÃO DE BENS PELO DISTRITO FEDERAL Nº 42/2021 SIGGO Nº 044712
Processo..."
o_presente_contrato_tem_por_objeto_a_prestação_de_serviços_d_00_v2,False,0,N/A,"R$ 200,00","EXTRATO DO CONTRATO Nº 176/2021
PROCESSO: 00150-00003909/2021-20; DAS PARTES: DF/SECEC/FAC X LORRAIN..."
aquisição_de_material_de_consumo_de_sinalização_visual_e_afi_00_v2,False,0,N/A,"R$ 843,00","EXTRATO DO CONTRATO DE AQUISIÇÃO DE BENS Nº 13/2021
Processo: 00390-00000778/2021-97. ESPÉCIE: Contr..."
o_contrato_tem_por_objeto_aquisição_de_eletrodomésticos_30_p_00_v2,False,0,N/A,"R$ 16.999,80","EXTRATO DO CONTRATO PARA AQUISIÇÃO DE BENS PELO DISTRITO FEDERAL Nº 43/2021 - SIGGO Nº 044713
Proces..."
o_contrato_tem_por_objeto_aquisição_de_eletrodomésticos_01_c_00_v2,False,0,N/A,"R$ 1.091,80","EXTRATO DO CONTRATO PARA AQUISIÇÃO DE BENS PELO DISTRITO FEDERAL Nº 44/2021 - SIGGO Nº 044714
Proces..."
o_contrato_tem_por_objeto_aquisição_de_eletrodomésticos_08_b_00_v2,False,0,N/A,"R$ 4.095,28","EXTRATO DO CONTRATO PARA AQUISIÇÃO DE BENS PELO DISTRITO FEDERAL Nº 45/2021 - SIGGO Nº 044728
Proces..."
o_contrato_tem_por_objeto_aquisição_de_eletrodomésticos_02_f_00_v2,False,0,N/A,"R$ 8.990,00","EXTRATO DO CONTRATO PARA AQUISIÇÃO DE BENS PELO DISTRITO FEDERAL Nº 46/2021 - SIGGO Nº 044715
Proces..."
prestação_de_serviços_a_serem_executados_de_forma_contínua_d_00_v2,False,0,N/A,"R$ 1.047.900,00","EXTRATO DO CONTRATO DE AQUISIÇÃO DE BENS PELO DISTRITO FEDERAL Nº 72/2021-FSP, NOS TERMOS DO PADRÃO ..."
o_contrato_tem_por_objeto_a_contratação_de_empresa_para_pres_00_v2,False,0,N/A,"R$ 56.779,08","EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 26/2021- SIGGO Nº 044565
Processo: 00400-00004009/20..."
serviço_de_acesso_online_às_normas_técnicas_brasileiras_nbrs_00_v2,False,0,N/A,"R$ 74.999,99","EXTRATO DO TERMO DO CONTRATO Nº 45/2021
SIGGO: 044822. Processo 00113-00011023/2020-33. Contratante:..."
aquisição_de_equipamentos_relacionados_à_tecnologia_da_infor_00_v2,False,0,N/A,"R$ 496.935,00","EXTRATO DO CONTRATO DE AQUISIÇÃO DE BENS PELO DISTRITO FEDERAL Nº 073/2021-FSP, NOS TERMOS DO PADRÃO..."
o_contrato_tem_por_objeto_a_aquisição_de_soprador_de_folhas__00_v2,False,0,N/A,"R$ 78.800,00","EXTRATO DO CONTRATO PARA AQUISIÇÃO DE BENS Nº 07/2021, NOS TERMOS PADRÃO Nº 07/2002, REGISTRO SIGGO ..."
o_contrato_tem_por_objeto_a_aquisição_de_cortadora_de_piso_d_00_v2,False,0,N/A,"R$ 5.478,00","EXTRATO DO CONTRATO PARA AQUISIÇÃO DE BENS Nº 08/2021, NOS TERMOS PADRÃO Nº 07/2002, REGISTRO SIGGO ..."
prestação_de_serviços_relativos_a_esquadrias_revestimento_hi_00_v2,False,0,N/A,"R$ 275.000,00","EXTRATO DO CONTRATO BRB Nº 224/2021
Contratada: RVA COMÉRCIO E SERVIÇOS DE CONSTRUÇÃO EIRELI. Modali..."
tem_por_objeto_a_contratação_de_empresa_especializada_visand_00_v2,False,0,N/A,"R$ 594.711,05","EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 07/2021, NOS TERMOS DO PADRÃO Nº 05/2002.
Processo 0..."
a_aquisição_de_mobiliário_prateleira_e_estante_itens_37_e_38_00_v2,False,0,N/A,"R$ 19.000,00","EXTRATO DO CONTRATO Nº 44230/2021
Processo: 00040-00028025/2021-61. A SECRETARIA DE ESTADO DE ECONOM..."
prestação_de_serviços_de_seguro_predial_sem_franquia_contra__00_v2,False,0,N/A,"R$ 109.617,12","EXTRATO DO CONTRATO BRB Nº 230/2021
Contratada: COMPANHIA EXCELSIOR DE SEGUROS S.A. Modalidade: Preg..."
contratação_da_ceb_distribuição_s_a_neo_energia_distribuição_00_v2,False,0,N/A,"R$ 4.800,00","EXTRATO DO CONTRATO Nº 07/2021- RA PP x CEB DISTRIBUIÇÃO S.A. (NEO ENERGIA DISTRIBUIÇÃO BRASÍLIA)
Pr..."
aquisição_de_16_dezesseis_kits_que_permitem_a_amplificação_m_00_v2,False,0,N/A,"R$ 210.360,00","EXTRATO DO CONTRATO Nº 78/2021-
NOS TERMOS DO PADRÃO Nº 08/2002   AQUISIÇÃO DE BENS

Processo: 052-0..."
aquisição_de_12_aparelhos_de_ar_condicionados_modelo_split_n_00_v2,False,0,N/A,"R$ 35.589,00","EXTRATO DO CONTRATO PARA AQUISIÇÃO DE BENS Nº 19/2021
Processo: 00400-00015087/2021-77. DAS PARTES: ..."
contratação_de_solução_de_plataforma_tecnológica_integradora_00_v2,False,0,N/A,"R$ 763.000,00","EXTRATO DO CONTRATO BRB Nº 226/2021
Contratado: MOBILIDADE URBANA TECNOLOGIA LTDA. Modalidade: Inexi..."
o_presente_instrumento_tem_por_objeto_a_construção_de_muro_a_00_v2,False,0,N/A,"R$ 140.200,00","EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 23/2021
Processo: 00094-00000958/2021-03. PARTES: SE..."
aquisição_de_material_do_gênero_alimentício_água_potável_e_m_00_v2,False,0,N/A,"R$ 34.911,00","EXTRATO DO CONTRATO Nº 044783/2021
Processo:00090-00023470/2021-59. DAS PARTES: SEMOB x INDÚSTRIA DE..."
prestação_produção_customização_e_fornecimento_de_conteúdo_d_00_v2,False,0,N/A,"R$ 800.000,00","EXTRATO DO CONTRATO BRB Nº 212/2021
Contratado: CIATECH TECNOLOGIA EDUCACIONAL LTDA. Modalidade: Ine..."
contratação_de_links_de_alta_capacidade_para_o_ambiente_de_c_00_v2,False,0,N/A,"R$ 1.104.000,00","EXTRATO DO CONTRATO BRB Nº 271/2021
Contratada: FORTEL FORTALEZA TELECOMUNICAÇÕES S.A. Modalidade: P..."
prestação_dos_serviços_públicos_de_abastecimento_de_água_esg_00_v2,False,0,N/A,"R$ 148.532,97","EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 04/2021, NOS TERMOS DO PADRÃO CAESB
Processo: 00145-..."
contratação_de_serviços_continuados_de_outsourcing_para_oper_00_v2,False,0,N/A,"R$ 2.078.106,99","EXTRATO DO CONTRATO Nº 44777/2021
Processo: 00040-00006358/2020-59. A SECRETARIA DE ESTADO DE ECONOM..."
prestação_de_serviços_de_instalações_elétricas_e_lógicas_nas_00_v2,False,0,N/A,"R$ 350.000,00","EXTRATO DO CONTRATO BRB Nº 280/2021
Contratada: REENGENHARIA LTDA. Modalidade: Pregão Eletrônico 046..."
1_o_contrato_tem_por_objeto_a_prestação_de_serviço_de_manute_00_v2,False,0,N/A,"R$ 18.761,40","EXTRATO DO CONTRATO Nº 045003/2021
Processo:00431-00020893/2021-27. DAS PARTES: SECRETARIA DE ESTADO..."
cessão_do_direito_de_uso_do_sistema_econsig_para_a_gestão_do_00_v2,False,0,N/A,"R$ 11.778,96","AVISO DE INEXIGIBILIDADE E EXTRATO DE CONTRATO
A Financeira BRB torna público que o Presidente ratif..."
a_aquisição_de_gêneros_alimentícios_perecíveis_hortifrutis_a_00_v2,False,0,N/A,"R$ 17.979.127,27","EXTRATO DO CONTRATO PARA AQUISIÇÃO DE BENS Nº 80/2021
Processo: 00080-00232082/2021-02 - Partes: SEE..."
o_contrato_tem_por_objeto_aquisição_de_material_de_gênero_al_00_v2,False,0,N/A,"R$ 48.600,00","EXTRATO DO CONTRATO Nº 044865/2021
Processo:00431-00014932/2021-57. DAS PARTES: SECRETARIA DE ESTADO..."
aquisição_de_servidores_de_rack_de_4_processadores_para_o_am_00_v2,False,0,N/A,"R$ 1.512.591,04","EXTRATO DO CONTRATO BRB Nº 240/2021
Contratada: SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA LTDA. M..."
contratação_de_empresa_especializada_em_transporte_de_pessoa_00_v2,False,0,N/A,"R$ 9.382.243,20","EXTRATO DE CONTRATO Nº 44/2021
Contrato nº 44/2021 - TCB/G P SILVA TRANSPORTE EIRELI ME; CNPJ nº 26...."
contratação_de_empresa_especializada_em_transporte_de_pessoa_00_v2,False,0,N/A,"R$ 21.960.717,50","EXTRATO DE CONTRATO Nº 45/2021
Contrato nº 45/2021 - TCB/POLLO VIAGENS E TRANSPORTES LTDA.; CNPJ nº ..."
aquisição_de_materiais_técnicos_visando_atender_às_demandas__00_v2,False,0,N/A,"R$ 4.581,60","EXTRATO DE CONTRATO Nº 36/2021
Contratante: FUNDAÇÃO HEMOCENTRO DE BRASÍLIA - CNPJ nº 86.743.457/000..."
aquisição_de_equipamentos_para_as_áreas_técnicas_da_fundação_00_v2,False,0,N/A,"R$ 1.558,00","EXTRATO DE CONTRATO Nº 35/2021
Contratante: FUNDAÇÃO HEMOCENTRO DE BRASÍLIA - CNPJ nº 86.743.457/000..."
copiar_do_contrato_00_v2,False,0,N/A,"R$ 1,00","EXTRATO DO CONTRATO Nº 44/2021
PRESTAÇÃO DE SERVIÇOS

Processo:00053-00038351/2019-41. Partes: CBMDF..."
